accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.021240234375,0.045654296875,1.0740966796875,-2.50244140625,-50.54473876953125,-4.14276123046875
0.0205078125,0.0452880859375,1.074462890625,-2.49481201171875,-50.57525634765625,-4.14276123046875
0.0198974609375,0.0455322265625,1.0738525390625,-2.47955322265625,-50.5828857421875,-4.150390625
0.019775390625,0.045654296875,1.07421875,-2.4871826171875,-50.5828857421875,-4.150390625
0.020263671875,0.0458984375,1.0753173828125,-2.51007080078125,-50.57525634765625,-4.1351318359375
0.0206298828125,0.0460205078125,1.075439453125,-2.51007080078125,-50.59051513671875,-4.12750244140625
0.0211181640625,0.0458984375,1.076416015625,-2.5177001953125,-50.55999755859375,-4.119873046875
0.0203857421875,0.04541015625,1.076171875,-2.54058837890625,-50.5523681640625,-4.09698486328125
0.0206298828125,0.045166015625,1.076416015625,-2.55584716796875,-50.537109375,-4.11224365234375
0.020751953125,0.044677734375,1.0751953125,-2.5482177734375,-50.5218505859375,-4.12750244140625
0.0213623046875,0.0445556640625,1.0748291015625,-2.5482177734375,-50.506591796875,-4.14276123046875
0.021240234375,0.04443359375,1.0738525390625,-2.5482177734375,-50.506591796875,-4.17327880859375
0.021728515625,0.0445556640625,1.0748291015625,-2.54058837890625,-50.5218505859375,-4.1656494140625
0.0211181640625,0.044677734375,1.0750732421875,-2.52532958984375,-50.51422119140625,-4.150390625
0.021484375,0.0438232421875,1.074951171875,-2.5177001953125,-50.52947998046875,-4.1656494140625
0.0213623046875,0.0447998046875,1.0743408203125,-2.5177001953125,-50.537109375,-4.1656494140625
0.02099609375,0.0452880859375,1.074951171875,-2.52532958984375,-50.52947998046875,-4.17327880859375
0.0211181640625,0.0450439453125,1.074951171875,-2.52532958984375,-50.537109375,-4.150390625
0.0211181640625,0.0452880859375,1.0751953125,-2.532958984375,-50.5523681640625,-4.1351318359375
0.0213623046875,0.0455322265625,1.07470703125,-2.52532958984375,-50.5523681640625,-4.1351318359375
0.021240234375,0.04541015625,1.0748291015625,-2.54058837890625,-50.567626953125,-4.14276123046875
0.021240234375,0.0457763671875,1.0751953125,-2.5482177734375,-50.57525634765625,-4.14276123046875
0.021240234375,0.0455322265625,1.074951171875,-2.5482177734375,-50.5828857421875,-4.1351318359375
0.0213623046875,0.0452880859375,1.0748291015625,-2.54058837890625,-50.57525634765625,-4.12750244140625
0.021484375,0.044677734375,1.0748291015625,-2.52532958984375,-50.567626953125,-4.12750244140625
0.0211181640625,0.0452880859375,1.0740966796875,-2.5177001953125,-50.537109375,-4.1351318359375
0.0213623046875,0.0450439453125,1.074951171875,-2.52532958984375,-50.55999755859375,-4.1351318359375
0.0211181640625,0.044677734375,1.0751953125,-2.52532958984375,-50.55999755859375,-4.14276123046875
0.02099609375,0.044921875,1.0755615234375,-2.5177001953125,-50.567626953125,-4.14276123046875
0.020751953125,0.0452880859375,1.075439453125,-2.50244140625,-50.57525634765625,-4.14276123046875
0.0201416015625,0.045166015625,1.07568359375,-2.5177001953125,-50.5523681640625,-4.12750244140625
0.020751953125,0.0455322265625,1.074951171875,-2.532958984375,-50.55999755859375,-4.119873046875
0.0208740234375,0.04541015625,1.075927734375,-2.54058837890625,-50.54473876953125,-4.1351318359375
0.02099609375,0.0458984375,1.075439453125,-2.52532958984375,-50.52947998046875,-4.14276123046875
0.020263671875,0.04541015625,1.0751953125,-2.52532958984375,-50.54473876953125,-4.15802001953125
0.0206298828125,0.0458984375,1.074462890625,-2.5177001953125,-50.537109375,-4.15802001953125
0.0205078125,0.0455322265625,1.0748291015625,-2.5177001953125,-50.54473876953125,-4.1656494140625
0.0203857421875,0.0452880859375,1.0738525390625,-2.5177001953125,-50.537109375,-4.150390625
0.0203857421875,0.0452880859375,1.07470703125,-2.5177001953125,-50.54473876953125,-4.14276123046875
0.021240234375,0.045654296875,1.0748291015625,-2.50244140625,-50.5523681640625,-4.150390625
0.020751953125,0.045654296875,1.07470703125,-2.50244140625,-50.537109375,-4.14276123046875
0.021240234375,0.0455322265625,1.074462890625,-2.5177001953125,-50.537109375,-4.14276123046875
0.0211181640625,0.045166015625,1.075439453125,-2.532958984375,-50.5218505859375,-4.150390625
0.0211181640625,0.045166015625,1.07568359375,-2.532958984375,-50.537109375,-4.150390625
0.021240234375,0.044677734375,1.0762939453125,-2.532958984375,-50.537109375,-4.1351318359375
0.0211181640625,0.0455322265625,1.0758056640625,-2.5177001953125,-50.537109375,-4.119873046875
0.02099609375,0.045166015625,1.076171875,-2.52532958984375,-50.5218505859375,-4.119873046875
0.021240234375,0.045654296875,1.074951171875,-2.5177001953125,-50.52947998046875,-4.1046142578125
0.0211181640625,0.045654296875,1.0753173828125,-2.52532958984375,-50.52947998046875,-4.11224365234375
0.0213623046875,0.0458984375,1.07470703125,-2.51007080078125,-50.5218505859375,-4.1046142578125
0.0205078125,0.0458984375,1.075439453125,-2.51007080078125,-50.537109375,-4.119873046875
0.0203857421875,0.046142578125,1.0755615234375,-2.51007080078125,-50.51422119140625,-4.119873046875
0.0201416015625,0.0457763671875,1.076171875,-2.5177001953125,-50.5218505859375,-4.119873046875
0.02099609375,0.04541015625,1.07470703125,-2.49481201171875,-50.51422119140625,-4.119873046875
0.021484375,0.044921875,1.0753173828125,-2.4871826171875,-50.537109375,-4.12750244140625
0.021484375,0.045166015625,1.0750732421875,-2.50244140625,-50.567626953125,-4.1351318359375
0.020751953125,0.044921875,1.0755615234375,-2.52532958984375,-50.5828857421875,-4.1351318359375
0.0208740234375,0.0447998046875,1.07470703125,-2.51007080078125,-50.57525634765625,-4.14276123046875
0.02099609375,0.0450439453125,1.074951171875,-2.50244140625,-50.5828857421875,-4.15802001953125
0.0216064453125,0.04541015625,1.0740966796875,-2.50244140625,-50.5828857421875,-4.1656494140625
0.021484375,0.045654296875,1.0745849609375,-2.4871826171875,-50.57525634765625,-4.1656494140625
0.0216064453125,0.046142578125,1.073974609375,-2.49481201171875,-50.5828857421875,-4.150390625
0.021484375,0.045654296875,1.0740966796875,-2.50244140625,-50.5828857421875,-4.14276123046875
0.021484375,0.045654296875,1.0750732421875,-2.51007080078125,-50.5523681640625,-4.1351318359375
0.0213623046875,0.0457763671875,1.0751953125,-2.5177001953125,-50.537109375,-4.14276123046875
0.0211181640625,0.04638671875,1.075927734375,-2.51007080078125,-50.51422119140625,-4.1351318359375
0.0213623046875,0.046875,1.076171875,-2.52532958984375,-50.506591796875,-4.14276123046875
0.0216064453125,0.0465087890625,1.0758056640625,-2.532958984375,-50.5218505859375,-4.150390625
0.02099609375,0.0462646484375,1.0760498046875,-2.52532958984375,-50.54473876953125,-4.150390625
0.020751953125,0.046142578125,1.0745849609375,-2.5177001953125,-50.5523681640625,-4.150390625
0.021240234375,0.045654296875,1.0753173828125,-2.5177001953125,-50.5523681640625,-4.150390625
0.021240234375,0.04541015625,1.0753173828125,-2.51007080078125,-50.537109375,-4.1351318359375
0.0211181640625,0.045166015625,1.0758056640625,-2.51007080078125,-50.54473876953125,-4.12750244140625
0.021240234375,0.0452880859375,1.07568359375,-2.51007080078125,-50.52947998046875,-4.12750244140625
0.0208740234375,0.044921875,1.0762939453125,-2.5177001953125,-50.52947998046875,-4.1351318359375
0.0211181640625,0.0447998046875,1.0755615234375,-2.49481201171875,-50.5523681640625,-4.1351318359375
0.021240234375,0.044921875,1.0762939453125,-2.49481201171875,-50.5523681640625,-4.1351318359375
0.02099609375,0.0447998046875,1.0755615234375,-2.49481201171875,-50.52947998046875,-4.12750244140625
0.0213623046875,0.045166015625,1.0753173828125,-2.49481201171875,-50.52947998046875,-4.1351318359375
0.0211181640625,0.045166015625,1.07568359375,-2.49481201171875,-50.5218505859375,-4.1351318359375
0.020751953125,0.045654296875,1.0755615234375,-2.50244140625,-50.52947998046875,-4.11224365234375
0.0206298828125,0.0457763671875,1.07568359375,-2.51007080078125,-50.54473876953125,-4.11224365234375
0.0201416015625,0.0452880859375,1.0751953125,-2.5177001953125,-50.52947998046875,-4.119873046875
0.02001953125,0.04541015625,1.0751953125,-2.5177001953125,-50.51422119140625,-4.12750244140625
0.0203857421875,0.044677734375,1.074951171875,-2.5177001953125,-50.52947998046875,-4.12750244140625
0.02001953125,0.044677734375,1.0755615234375,-2.5177001953125,-50.54473876953125,-4.1351318359375
0.0211181640625,0.0445556640625,1.0755615234375,-2.54058837890625,-50.55999755859375,-4.1351318359375
0.0208740234375,0.0450439453125,1.0762939453125,-2.54058837890625,-50.55999755859375,-4.1351318359375
0.0208740234375,0.0450439453125,1.0755615234375,-2.532958984375,-50.55999755859375,-4.1351318359375
0.0211181640625,0.0455322265625,1.0745849609375,-2.532958984375,-50.567626953125,-4.12750244140625
0.020751953125,0.0452880859375,1.0738525390625,-2.5177001953125,-50.55999755859375,-4.119873046875
0.02099609375,0.0450439453125,1.0745849609375,-2.50244140625,-50.567626953125,-4.119873046875
0.0211181640625,0.0452880859375,1.0745849609375,-2.51007080078125,-50.5828857421875,-4.11224365234375
0.0213623046875,0.0452880859375,1.0743408203125,-2.5177001953125,-50.567626953125,-4.11224365234375
0.021728515625,0.0457763671875,1.0748291015625,-2.5177001953125,-50.567626953125,-4.09698486328125
0.0223388671875,0.0457763671875,1.0745849609375,-2.5177001953125,-50.537109375,-4.1046142578125
0.0223388671875,0.0450439453125,1.0740966796875,-2.52532958984375,-50.5523681640625,-4.119873046875
0.0218505859375,0.045166015625,1.0750732421875,-2.52532958984375,-50.5523681640625,-4.12750244140625
0.0216064453125,0.044677734375,1.0743408203125,-2.52532958984375,-50.506591796875,-4.12750244140625
0.021728515625,0.044921875,1.074462890625,-2.52532958984375,-50.52947998046875,-4.119873046875
0.021484375,0.0447998046875,1.0738525390625,-2.51007080078125,-50.537109375,-4.1351318359375
0.0213623046875,0.04443359375,1.0731201171875,-2.49481201171875,-50.537109375,-4.14276123046875
0.021240234375,0.0447998046875,1.0736083984375,-2.4871826171875,-50.537109375,-4.1351318359375
0.021484375,0.0450439453125,1.0738525390625,-2.49481201171875,-50.54473876953125,-4.12750244140625
0.0216064453125,0.0450439453125,1.0743408203125,-2.49481201171875,-50.567626953125,-4.12750244140625
0.021240234375,0.0450439453125,1.0748291015625,-2.49481201171875,-50.55999755859375,-4.14276123046875
0.021484375,0.044677734375,1.075439453125,-2.50244140625,-50.54473876953125,-4.1351318359375
0.0213623046875,0.04443359375,1.074462890625,-2.51007080078125,-50.5218505859375,-4.12750244140625
0.0211181640625,0.044189453125,1.0743408203125,-2.51007080078125,-50.537109375,-4.14276123046875
0.021484375,0.044921875,1.0743408203125,-2.51007080078125,-50.537109375,-4.1351318359375
0.021484375,0.0447998046875,1.07470703125,-2.5177001953125,-50.51422119140625,-4.14276123046875
0.021484375,0.0443115234375,1.07470703125,-2.5177001953125,-50.49896240234375,-4.14276123046875
0.021240234375,0.044921875,1.076416015625,-2.52532958984375,-50.48370361328125,-4.150390625
0.0213623046875,0.045166015625,1.07666015625,-2.532958984375,-50.506591796875,-4.150390625
0.020751953125,0.0447998046875,1.076904296875,-2.54058837890625,-50.51422119140625,-4.1351318359375
0.02099609375,0.045166015625,1.07666015625,-2.532958984375,-50.5218505859375,-4.12750244140625
0.021240234375,0.044677734375,1.0755615234375,-2.5177001953125,-50.5218505859375,-4.1351318359375
0.021240234375,0.0445556640625,1.07470703125,-2.52532958984375,-50.51422119140625,-4.1351318359375
0.020751953125,0.0450439453125,1.07373046875,-2.52532958984375,-50.5218505859375,-4.1351318359375
0.0208740234375,0.04541015625,1.074462890625,-2.50244140625,-50.5218505859375,-4.14276123046875
0.02099609375,0.0452880859375,1.07421875,-2.51007080078125,-50.54473876953125,-4.14276123046875
0.020751953125,0.044677734375,1.073974609375,-2.50244140625,-50.54473876953125,-4.12750244140625
0.02099609375,0.044921875,1.0740966796875,-2.50244140625,-50.54473876953125,-4.12750244140625
0.021484375,0.0450439453125,1.07470703125,-2.50244140625,-50.52947998046875,-4.12750244140625
0.0218505859375,0.045166015625,1.0743408203125,-2.50244140625,-50.5218505859375,-4.12750244140625
0.022216796875,0.04541015625,1.0743408203125,-2.51007080078125,-50.54473876953125,-4.119873046875
0.022216796875,0.044921875,1.074462890625,-2.52532958984375,-50.567626953125,-4.12750244140625
0.0223388671875,0.0445556640625,1.0748291015625,-2.52532958984375,-50.5523681640625,-4.1351318359375
0.0225830078125,0.045166015625,1.07373046875,-2.52532958984375,-50.567626953125,-4.1351318359375
0.022216796875,0.044921875,1.07421875,-2.5177001953125,-50.5828857421875,-4.12750244140625
0.0218505859375,0.044677734375,1.0748291015625,-2.52532958984375,-50.59814453125,-4.12750244140625
0.021728515625,0.044921875,1.0753173828125,-2.52532958984375,-50.57525634765625,-4.119873046875
0.0223388671875,0.0445556640625,1.07470703125,-2.5177001953125,-50.59051513671875,-4.11224365234375
0.021728515625,0.0443115234375,1.0755615234375,-2.5177001953125,-50.62103271484375,-4.11224365234375
0.0213623046875,0.0447998046875,1.075439453125,-2.5177001953125,-50.59814453125,-4.11224365234375
0.0213623046875,0.044677734375,1.07568359375,-2.52532958984375,-50.60577392578125,-4.119873046875
0.021484375,0.0450439453125,1.0748291015625,-2.52532958984375,-50.59051513671875,-4.119873046875
0.0216064453125,0.0457763671875,1.0755615234375,-2.5177001953125,-50.5828857421875,-4.12750244140625
0.02099609375,0.0457763671875,1.07568359375,-2.5177001953125,-50.57525634765625,-4.12750244140625
0.020751953125,0.0458984375,1.07568359375,-2.5177001953125,-50.567626953125,-4.1351318359375
0.0205078125,0.0460205078125,1.075927734375,-2.51007080078125,-50.59051513671875,-4.14276123046875
0.02099609375,0.0462646484375,1.075927734375,-2.51007080078125,-50.6134033203125,-4.150390625
0.0218505859375,0.0462646484375,1.076416015625,-2.4871826171875,-50.628662109375,-4.150390625
0.0223388671875,0.0452880859375,1.0755615234375,-2.4871826171875,-50.6134033203125,-4.150390625
0.0225830078125,0.045166015625,1.075927734375,-2.4871826171875,-50.60577392578125,-4.150390625
0.0224609375,0.04443359375,1.0748291015625,-2.49481201171875,-50.6134033203125,-4.15802001953125
0.0224609375,0.0443115234375,1.0751953125,-2.49481201171875,-50.60577392578125,-4.1656494140625
0.0224609375,0.0439453125,1.07470703125,-2.51007080078125,-50.5828857421875,-4.17327880859375
0.022216796875,0.044189453125,1.0740966796875,-2.4871826171875,-50.59051513671875,-4.150390625
0.02294921875,0.0447998046875,1.07421875,-2.49481201171875,-50.5828857421875,-4.150390625
0.0224609375,0.044189453125,1.07373046875,-2.4871826171875,-50.62103271484375,-4.150390625
0.0213623046875,0.0445556640625,1.0740966796875,-2.471923828125,-50.6134033203125,-4.14276123046875
0.02099609375,0.044921875,1.0745849609375,-2.47955322265625,-50.62103271484375,-4.150390625
0.0211181640625,0.0447998046875,1.0745849609375,-2.50244140625,-50.6134033203125,-4.1351318359375
0.0211181640625,0.044921875,1.075927734375,-2.51007080078125,-50.59814453125,-4.14276123046875
0.0208740234375,0.045166015625,1.075927734375,-2.51007080078125,-50.62103271484375,-4.150390625
0.021484375,0.0457763671875,1.0753173828125,-2.5177001953125,-50.59051513671875,-4.150390625
0.020751953125,0.045654296875,1.0755615234375,-2.5482177734375,-50.55999755859375,-4.150390625
0.021484375,0.0455322265625,1.0750732421875,-2.5482177734375,-50.51422119140625,-4.150390625
0.0216064453125,0.0450439453125,1.0758056640625,-2.5482177734375,-50.51422119140625,-4.14276123046875
0.021728515625,0.044677734375,1.0755615234375,-2.5482177734375,-50.506591796875,-4.1351318359375
0.021728515625,0.0447998046875,1.075439453125,-2.532958984375,-50.537109375,-4.15802001953125
0.0216064453125,0.0447998046875,1.0758056640625,-2.52532958984375,-50.54473876953125,-4.150390625
0.02197265625,0.0447998046875,1.07421875,-2.4871826171875,-50.55999755859375,-4.1351318359375
0.021728515625,0.044921875,1.074462890625,-2.46429443359375,-50.59051513671875,-4.1351318359375
0.02099609375,0.0447998046875,1.0745849609375,-2.44903564453125,-50.62103271484375,-4.1351318359375
0.021484375,0.0450439453125,1.0750732421875,-2.43377685546875,-50.628662109375,-4.12750244140625
0.021240234375,0.0450439453125,1.074951171875,-2.43377685546875,-50.628662109375,-4.11224365234375
0.021240234375,0.045166015625,1.0762939453125,-2.4566650390625,-50.59814453125,-4.119873046875
0.0211181640625,0.045166015625,1.07666015625,-2.46429443359375,-50.57525634765625,-4.12750244140625
0.020751953125,0.0457763671875,1.076904296875,-2.47955322265625,-50.55999755859375,-4.119873046875
0.0203857421875,0.045654296875,1.0762939453125,-2.46429443359375,-50.55999755859375,-4.119873046875
0.0201416015625,0.0457763671875,1.07568359375,-2.4566650390625,-50.59814453125,-4.119873046875
0.0201416015625,0.0460205078125,1.0753173828125,-2.44903564453125,-50.6134033203125,-4.1351318359375
0.0198974609375,0.046630859375,1.07421875,-2.46429443359375,-50.59814453125,-4.14276123046875
0.019775390625,0.0467529296875,1.0736083984375,-2.46429443359375,-50.60577392578125,-4.14276123046875
0.0198974609375,0.0469970703125,1.0738525390625,-2.46429443359375,-50.628662109375,-4.14276123046875
0.02001953125,0.0465087890625,1.0740966796875,-2.47955322265625,-50.63629150390625,-4.150390625
0.0203857421875,0.0460205078125,1.073486328125,-2.47955322265625,-50.6439208984375,-4.14276123046875
0.020751953125,0.0462646484375,1.0731201171875,-2.47955322265625,-50.628662109375,-4.150390625
0.021240234375,0.0460205078125,1.07470703125,-2.471923828125,-50.60577392578125,-4.14276123046875
0.0211181640625,0.0455322265625,1.0745849609375,-2.46429443359375,-50.59814453125,-4.1351318359375
0.022216796875,0.04541015625,1.074951171875,-2.4566650390625,-50.5828857421875,-4.119873046875
0.0203857421875,0.04150390625,1.0816650390625,-2.471923828125,-50.59051513671875,-4.1656494140625
0.02197265625,0.0484619140625,1.07666015625,-2.02178955078125,-50.72021484375,-4.11224365234375
0.01953125,0.0447998046875,1.075927734375,-2.13623046875,-51.01776123046875,-4.3487548828125
0.0218505859375,0.04296875,1.07080078125,-2.08282470703125,-51.03302001953125,-4.34112548828125
0.0201416015625,0.045654296875,1.0772705078125,-1.94549560546875,-51.1322021484375,-4.3182373046875
0.0225830078125,0.0518798828125,1.0682373046875,-1.96075439453125,-51.00250244140625,-4.26483154296875
0.0205078125,0.0450439453125,1.0758056640625,-2.38037109375,-50.97198486328125,-4.35638427734375
0.0220947265625,0.049072265625,1.072021484375,-2.17437744140625,-50.750732421875,-4.18853759765625
0.021240234375,0.046875,1.076416015625,-2.40325927734375,-50.74310302734375,-4.2572021484375
0.0242919921875,0.04736328125,1.0751953125,-2.44903564453125,-50.628662109375,-4.18853759765625
0.0233154296875,0.043212890625,1.07763671875,-2.5482177734375,-50.59814453125,-4.21142578125
0.025390625,0.0443115234375,1.0765380859375,-2.471923828125,-50.60577392578125,-4.180908203125
0.0238037109375,0.043212890625,1.0784912109375,-2.44140625,-50.6439208984375,-4.1961669921875
0.023681640625,0.044921875,1.0770263671875,-2.29644775390625,-50.71258544921875,-4.1351318359375
0.021484375,0.0460205078125,1.0775146484375,-2.23541259765625,-50.77362060546875,-4.14276123046875
0.022216796875,0.0482177734375,1.075927734375,-2.166748046875,-50.7965087890625,-4.119873046875
0.0208740234375,0.047607421875,1.076904296875,-2.197265625,-50.78887939453125,-4.150390625
0.02197265625,0.04833984375,1.0753173828125,-2.18963623046875,-50.75836181640625,-4.12750244140625
0.0216064453125,0.048095703125,1.07568359375,-2.2735595703125,-50.7354736328125,-4.150390625
0.0223388671875,0.0482177734375,1.0745849609375,-2.31170654296875,-50.71258544921875,-4.1351318359375
0.022216796875,0.046875,1.074462890625,-2.3956298828125,-50.65155029296875,-4.14276123046875
0.0228271484375,0.046630859375,1.07421875,-2.43377685546875,-50.62103271484375,-4.150390625
0.022216796875,0.04638671875,1.074951171875,-2.471923828125,-50.59051513671875,-4.14276123046875
0.023193359375,0.0462646484375,1.074951171875,-2.46429443359375,-50.60577392578125,-4.150390625
0.0230712890625,0.0458984375,1.0755615234375,-2.44903564453125,-50.59814453125,-4.15802001953125
0.0235595703125,0.04541015625,1.074951171875,-2.410888671875,-50.6134033203125,-4.14276123046875
0.0234375,0.0457763671875,1.0750732421875,-2.35748291015625,-50.63629150390625,-4.119873046875
